-76.65605192789636,36.60316711667909,undefined
-76.6565851152512,36.60239957740968,undefined
-76.65684449249869,36.60173274347159,undefined
-76.65730931929473,36.60096013928166,undefined
-76.65765728213117,36.60017925289852,undefined
-76.65800240259443,36.599477781769195,undefined
-76.65747001600536,36.598701913679484,undefined
-76.65825022609758,36.59826091272538,undefined
-76.65799912144645,36.597494481483224,undefined
-76.65821469100439,36.59662574675655,undefined
-76.65879047415812,36.59588842346613,undefined
-76.65961721426963,36.59546493810875,undefined
-76.66020152132107,36.59546737165281,undefined
-76.66012791888589,36.594570275136995,undefined
-76.66008802219221,36.59370863842562,undefined
-76.66036916047989,36.59285733855792,undefined
-76.66083545379713,36.59220364812045,undefined
-76.6614705289611,36.59208973724241,undefined
-76.66226984016139,36.59222450719801,undefined
-76.66321813939669,36.59188450122143,undefined
-76.66364828493107,36.59115180159026,undefined
-76.66323560052881,36.59034703786402,undefined
-76.66327478232932,36.58950734690064,undefined
-76.66369558642378,36.58880772334243,undefined
-76.66441854583043,36.588176224258085,undefined
-76.66481635956569,36.58745703314758,undefined
-76.66558774577813,36.58682094748029,undefined
-76.6664765220606,36.58641729843584,undefined
-76.66605365690438,36.585788972045805,undefined
-76.66502646005978,36.585648631379236,undefined
-76.66399076633488,36.585435450564596,undefined
-76.66362489495124,36.58462776197751,undefined
-76.66326425416858,36.583869954396015,undefined
-76.66331620562742,36.58303561896207,undefined
-76.66318061149417,36.58225690304158,undefined
-76.66379051408519,36.58180450638619,undefined
-76.66402188289014,36.58125092897656,undefined
-76.66376741549166,36.580517401723384,undefined
-76.6642391673715,36.579836624887996,undefined
-76.66520173459418,36.579565298714265,undefined
-76.66497529906074,36.57874138688776,undefined
-76.66500875677667,36.57787380379438,undefined
-76.66579083188347,36.57736744976974,undefined
-76.66587178454499,36.57649064825364,undefined
-76.66597608083096,36.57560911244652,undefined
-76.66641048632826,36.5748477505065,undefined
-76.66682481760544,36.57402628321973,undefined
-76.66757617341092,36.573652825552976,undefined
-76.66745779293474,36.57291830264697,undefined
-76.66848548034658,36.5730691459422,undefined
-76.66900049576299,36.57244657891106,undefined
-76.66940683385427,36.57168053341068,undefined
-76.67003498686907,36.57109232488079,undefined
-76.6708303954925,36.5705082315064,undefined
-76.67102999055103,36.56972676227248,undefined
-76.67168922517801,36.56909017314412,undefined
-76.67229543900407,36.56851414100937,undefined
-76.67245974654186,36.567682145445254,undefined
-76.67279241962194,36.566875387504226,undefined
-76.67342527989489,36.56620060636528,undefined
-76.67386221881723,36.565465394629406,undefined
-76.67451073632188,36.56503036667831,undefined
-76.6750872259109,36.564310262365595,undefined
-76.67500670991814,36.56359730765814,undefined
-76.67580887302628,36.563140742520645,undefined
-76.67676061949857,36.563249100253714,undefined
-76.67749158330348,36.5636324639028,undefined
-76.67856131826515,36.56357265871825,undefined
-76.67949692539054,36.56317427672576,undefined
-76.68050495431831,36.56347818948582,undefined
-76.6813344429486,36.56403829196754,undefined
-76.68207919290651,36.564684378632755,undefined
-76.68237000258935,36.56541952654226,undefined
-76.68326226895937,36.56542764302962,undefined
-76.68395156002666,36.56484280757825,undefined
-76.68481987010797,36.5651437265344,undefined
-76.68570806158435,36.565454471537166,undefined
-76.68664305559969,36.56572270479795,undefined
-76.68765772999932,36.566058966427285,undefined
-76.68842707349367,36.56572534432751,undefined
-76.68896743962979,36.564985017079245,undefined
-76.68978695831267,36.56451493436143,undefined
-76.69084527849371,36.564598907941935,undefined
-76.691203775345,36.5638617094655,undefined
-76.69176472078274,36.56339219913187,undefined
-76.69204895770436,36.562605411785135,undefined
-76.69136077690969,36.56205790094106,undefined
-76.69158087627167,36.561703089508526,undefined
-76.69224842377541,36.561115432624895,undefined
-76.69309658527987,36.56055316797974,undefined
-76.69398168215636,36.560174608478754,undefined
-76.69475289177082,36.55955976579696,undefined
-76.69541923787868,36.5589431467271,undefined
-76.69547379252226,36.55818756114957,undefined
-76.69635866787767,36.55861314833626,undefined
-76.6970235658103,36.55895774271881,undefined
-76.6978669392697,36.55950003587861,undefined
-76.69867522645424,36.559143691617805,undefined
